Instrument,Tank,DateTime,pH,Temperature,Millivolts
pH2,Tank24,3/17/26 23:16,8.1,23.66,-68.24
pH2,Tank24,3/17/26 23:17,8.1,23.66,-68.24
pH2,Tank24,3/17/26 23:18,8.1,23.66,-68.22
pH2,Tank24,3/17/26 23:19,8.1,23.66,-68.22
pH2,Tank24,3/17/26 23:20,8.1,23.66,-68.21
pH2,Tank24,3/17/26 23:21,8.1,23.66,-68.25
pH2,Tank24,3/17/26 23:22,8.1,23.66,-68.21
pH2,Tank24,3/17/26 23:23,8.1,23.66,-68.19
pH2,Tank24,3/17/26 23:24,8.1,23.66,-68.17
pH2,Tank24,3/17/26 23:25,8.1,23.66,-68.16
pH2,Tank24,3/17/26 23:26,8.1,23.66,-68.16
pH2,Tank24,3/17/26 23:27,8.1,23.66,-68.16
pH2,Tank24,3/17/26 23:28,8.1,23.66,-68.16
pH2,Tank24,3/17/26 23:29,8.09,23.66,-68.14
pH2,Tank24,3/17/26 23:30,8.09,23.66,-68.14
pH2,Tank24,3/17/26 23:31,8.09,23.66,-68.14
pH2,Tank24,3/17/26 23:32,8.09,23.66,-68.14
pH2,Tank24,3/17/26 23:33,8.09,23.66,-68.13
pH2,Tank24,3/17/26 23:34,8.09,23.66,-68.11
pH2,Tank24,3/17/26 23:35,8.09,23.64,-68.11
pH2,Tank24,3/17/26 23:36,8.1,23.64,-68.16
pH2,Tank24,3/17/26 23:37,8.09,23.64,-68.11
pH2,Tank24,3/17/26 23:38,8.09,23.64,-68.11
pH2,Tank24,3/17/26 23:39,8.09,23.64,-68.1
pH2,Tank24,3/17/26 23:40,8.09,23.64,-68.08
pH2,Tank24,3/17/26 23:41,8.09,23.64,-68.08
pH2,Tank24,3/17/26 23:42,8.09,23.64,-68.08
pH2,Tank24,3/17/26 23:43,8.09,23.64,-68.06
pH2,Tank24,3/17/26 23:44,8.09,23.64,-68.06
pH2,Tank24,3/17/26 23:45,8.09,23.64,-68.06
pH2,Tank24,3/17/26 23:46,8.09,23.64,-68.05
pH2,Tank24,3/17/26 23:47,8.09,23.64,-68.05
pH2,Tank24,3/17/26 23:48,8.09,23.64,-68.03
pH2,Tank24,3/17/26 23:49,8.09,23.64,-68.03
pH2,Tank24,3/17/26 23:50,8.09,23.64,-68.03
pH2,Tank24,3/17/26 23:51,8.09,23.64,-68.08
pH2,Tank24,3/17/26 23:52,8.09,23.64,-68.03
pH2,Tank24,3/17/26 23:53,8.09,23.64,-68.03
pH2,Tank24,3/17/26 23:54,8.09,23.64,-68.02
pH2,Tank24,3/17/26 23:55,8.09,23.64,-68.02
pH2,Tank24,3/17/26 23:56,8.09,23.64,-68
pH2,Tank24,3/17/26 23:57,8.09,23.64,-68
pH2,Tank24,3/17/26 23:58,8.09,23.64,-67.99
pH2,Tank24,3/17/26 23:59,8.09,23.64,-67.99
pH2,Tank24,3/18/26 0:00,8.09,23.64,-67.99
pH2,Tank24,3/18/26 0:01,8.09,23.64,-67.99
pH2,Tank24,3/18/26 0:02,8.09,23.64,-67.97
pH2,Tank24,3/18/26 0:03,8.09,23.64,-67.97
pH2,Tank24,3/18/26 0:04,8.09,23.64,-67.97
pH2,Tank24,3/18/26 0:05,8.09,23.64,-67.97
pH2,Tank24,3/18/26 0:06,8.09,23.64,-68
pH2,Tank24,3/18/26 0:07,8.09,23.64,-67.97
pH2,Tank24,3/18/26 0:08,8.09,23.64,-67.97
pH2,Tank24,3/18/26 0:09,8.09,23.64,-67.96
pH2,Tank24,3/18/26 0:10,8.09,23.64,-67.96
pH2,Tank24,3/18/26 0:11,8.09,23.64,-67.96
pH2,Tank24,3/18/26 0:12,8.09,23.64,-67.94
pH2,Tank24,3/18/26 0:13,8.09,23.64,-67.94
pH2,Tank24,3/18/26 0:14,8.09,23.64,-67.92
pH2,Tank24,3/18/26 0:15,8.09,23.64,-67.92
pH2,Tank24,3/18/26 0:16,8.09,23.64,-67.92
pH2,Tank24,3/18/26 0:17,8.09,23.64,-67.92
pH2,Tank24,3/18/26 0:18,8.09,23.64,-67.91
pH2,Tank24,3/18/26 0:19,8.09,23.64,-67.91
pH2,Tank24,3/18/26 0:20,8.09,23.64,-67.91
pH2,Tank24,3/18/26 0:21,8.09,23.64,-67.96
pH2,Tank24,3/18/26 0:22,8.09,23.64,-67.92
pH2,Tank24,3/18/26 0:23,8.09,23.64,-67.91
pH2,Tank24,3/18/26 0:24,8.09,23.64,-67.91
pH2,Tank24,3/18/26 0:25,8.09,23.64,-67.89
pH2,Tank24,3/18/26 0:26,8.09,23.64,-67.89
pH2,Tank24,3/18/26 0:27,8.09,23.64,-67.88
pH2,Tank24,3/18/26 0:28,8.09,23.64,-67.88
pH2,Tank24,3/18/26 0:29,8.09,23.64,-67.88
pH2,Tank24,3/18/26 0:30,8.09,23.64,-67.88
pH2,Tank24,3/18/26 0:31,8.09,23.64,-67.86
pH2,Tank24,3/18/26 0:32,8.09,23.64,-67.86
pH2,Tank24,3/18/26 0:33,8.09,23.64,-67.86
pH2,Tank24,3/18/26 0:34,8.09,23.64,-67.86
pH2,Tank24,3/18/26 0:35,8.09,23.64,-67.86
pH2,Tank24,3/18/26 0:36,8.09,23.64,-67.89
pH2,Tank24,3/18/26 0:37,8.09,23.64,-67.86
pH2,Tank24,3/18/26 0:38,8.09,23.64,-67.86
pH2,Tank24,3/18/26 0:39,8.09,23.64,-67.86
pH2,Tank24,3/18/26 0:40,8.09,23.64,-67.85
pH2,Tank24,3/18/26 0:41,8.09,23.64,-67.85
pH2,Tank24,3/18/26 0:42,8.09,23.64,-67.83
pH2,Tank24,3/18/26 0:43,8.09,23.64,-67.83
pH2,Tank24,3/18/26 0:44,8.09,23.64,-67.83
pH2,Tank24,3/18/26 0:45,8.09,23.64,-67.83
pH2,Tank24,3/18/26 0:46,8.09,23.64,-67.83
pH2,Tank24,3/18/26 0:47,8.09,23.64,-67.81
pH2,Tank24,3/18/26 0:48,8.09,23.62,-67.81
pH2,Tank24,3/18/26 0:49,8.09,23.62,-67.81
pH2,Tank24,3/18/26 0:50,8.09,23.62,-67.81
pH2,Tank24,3/18/26 0:51,8.09,23.62,-67.86
pH2,Tank24,3/18/26 0:52,8.09,23.62,-67.83
pH2,Tank24,3/18/26 0:53,8.09,23.62,-67.81
pH2,Tank24,3/18/26 0:54,8.09,23.62,-67.81
pH2,Tank24,3/18/26 0:55,8.09,23.62,-67.8
pH2,Tank24,3/18/26 0:56,8.09,23.62,-67.8
pH2,Tank24,3/18/26 0:57,8.09,23.62,-67.81
pH2,Tank24,3/18/26 0:58,8.09,23.62,-67.8
pH2,Tank24,3/18/26 0:59,8.09,23.62,-67.8
pH2,Tank24,3/18/26 1:00,8.09,23.62,-67.8
pH2,Tank24,3/18/26 1:01,8.09,23.62,-67.8
pH2,Tank24,3/18/26 1:02,8.09,23.59,-67.8
pH2,Tank24,3/18/26 1:03,8.09,23.59,-67.78
pH2,Tank24,3/18/26 1:04,8.09,23.59,-67.78
pH2,Tank24,3/18/26 1:05,8.09,23.59,-67.78
pH2,Tank24,3/18/26 1:06,8.09,23.59,-67.83
pH2,Tank24,3/18/26 1:07,8.09,23.59,-67.81
pH2,Tank24,3/18/26 1:08,8.09,23.59,-67.8
pH2,Tank24,3/18/26 1:09,8.09,23.59,-67.8
pH2,Tank24,3/18/26 1:10,8.09,23.59,-67.8
pH2,Tank24,3/18/26 1:11,8.09,23.59,-67.78
pH2,Tank24,3/18/26 1:12,8.09,23.59,-67.78
pH2,Tank24,3/18/26 1:13,8.09,23.57,-67.78
pH2,Tank24,3/18/26 1:14,8.09,23.57,-67.78
pH2,Tank24,3/18/26 1:15,8.09,23.57,-67.77
pH2,Tank24,3/18/26 1:16,8.09,23.57,-67.77
pH2,Tank24,3/18/26 1:17,8.09,23.57,-67.77
pH2,Tank24,3/18/26 1:18,8.09,23.57,-67.78
pH2,Tank24,3/18/26 1:19,8.09,23.57,-67.77
pH2,Tank24,3/18/26 1:20,8.09,23.57,-67.77
pH2,Tank24,3/18/26 1:21,8.09,23.57,-67.8
pH2,Tank24,3/18/26 1:22,8.09,23.57,-67.77
pH2,Tank24,3/18/26 1:23,8.09,23.57,-67.77
pH2,Tank24,3/18/26 1:24,8.09,23.57,-67.75
pH2,Tank24,3/18/26 1:25,8.09,23.57,-67.74
pH2,Tank24,3/18/26 1:26,8.09,23.54,-67.74
pH2,Tank24,3/18/26 1:27,8.09,23.54,-67.74
pH2,Tank24,3/18/26 1:28,8.09,23.54,-67.74
pH2,Tank24,3/18/26 1:29,8.09,23.54,-67.74
pH2,Tank24,3/18/26 1:30,8.09,23.54,-67.74
pH2,Tank24,3/18/26 1:31,8.09,23.54,-67.72
pH2,Tank24,3/18/26 1:32,8.09,23.54,-67.72
pH2,Tank24,3/18/26 1:33,8.09,23.54,-67.72
pH2,Tank24,3/18/26 1:34,8.09,23.54,-67.72
pH2,Tank24,3/18/26 1:35,8.09,23.54,-67.71
pH2,Tank24,3/18/26 1:36,8.09,23.54,-67.77
pH2,Tank24,3/18/26 1:37,8.09,23.52,-67.74
pH2,Tank24,3/18/26 1:38,8.09,23.52,-67.72
pH2,Tank24,3/18/26 1:39,8.09,23.52,-67.72
pH2,Tank24,3/18/26 1:40,8.09,23.52,-67.71
pH2,Tank24,3/18/26 1:41,8.09,23.52,-67.71
pH2,Tank24,3/18/26 1:42,8.09,23.52,-67.71
pH2,Tank24,3/18/26 1:43,8.09,23.52,-67.71
pH2,Tank24,3/18/26 1:44,8.09,23.52,-67.71
pH2,Tank24,3/18/26 1:45,8.09,23.52,-67.69
pH2,Tank24,3/18/26 1:46,8.09,23.52,-67.71
pH2,Tank24,3/18/26 1:47,8.09,23.52,-67.69
pH2,Tank24,3/18/26 1:48,8.09,23.52,-67.69
pH2,Tank24,3/18/26 1:49,8.09,23.52,-67.69
pH2,Tank24,3/18/26 1:50,8.09,23.52,-67.67
pH2,Tank24,3/18/26 1:51,8.09,23.52,-67.72
pH2,Tank24,3/18/26 1:52,8.09,23.5,-67.69
pH2,Tank24,3/18/26 1:53,8.09,23.5,-67.67
pH2,Tank24,3/18/26 1:54,8.09,23.5,-67.67
pH2,Tank24,3/18/26 1:55,8.09,23.5,-67.66
pH2,Tank24,3/18/26 1:56,8.09,23.5,-67.67
pH2,Tank24,3/18/26 1:57,8.09,23.5,-67.67
pH2,Tank24,3/18/26 1:58,8.09,23.5,-67.66
pH2,Tank24,3/18/26 1:59,8.09,23.5,-67.66
pH2,Tank24,3/18/26 2:00,8.09,23.5,-67.67
pH2,Tank24,3/18/26 2:01,8.09,23.5,-67.66
pH2,Tank24,3/18/26 2:02,8.09,23.5,-67.66
pH2,Tank24,3/18/26 2:03,8.09,23.5,-67.66
pH2,Tank24,3/18/26 2:04,8.09,23.5,-67.66
pH2,Tank24,3/18/26 2:05,8.09,23.5,-67.66
pH2,Tank24,3/18/26 2:06,8.09,23.5,-67.71
pH2,Tank24,3/18/26 2:07,8.09,23.5,-67.67
pH2,Tank24,3/18/26 2:08,8.09,23.5,-67.67
pH2,Tank24,3/18/26 2:09,8.09,23.5,-67.66
pH2,Tank24,3/18/26 2:10,8.09,23.5,-67.66
pH2,Tank24,3/18/26 2:11,8.09,23.47,-67.66
pH2,Tank24,3/18/26 2:12,8.09,23.47,-67.66
pH2,Tank24,3/18/26 2:13,8.09,23.47,-67.66
pH2,Tank24,3/18/26 2:14,8.09,23.47,-67.66
pH2,Tank24,3/18/26 2:15,8.09,23.47,-67.66
pH2,Tank24,3/18/26 2:16,8.09,23.47,-67.66
pH2,Tank24,3/18/26 2:17,8.09,23.47,-67.66
pH2,Tank24,3/18/26 2:18,8.09,23.47,-67.66
pH2,Tank24,3/18/26 2:19,8.09,23.47,-67.66
pH2,Tank24,3/18/26 2:20,8.09,23.47,-67.66
pH2,Tank24,3/18/26 2:21,8.09,23.47,-67.71
pH2,Tank24,3/18/26 2:22,8.09,23.47,-67.67
pH2,Tank24,3/18/26 2:23,8.09,23.47,-67.66
pH2,Tank24,3/18/26 2:24,8.09,23.47,-67.66
pH2,Tank24,3/18/26 2:25,8.09,23.47,-67.64
pH2,Tank24,3/18/26 2:26,8.09,23.47,-67.66
pH2,Tank24,3/18/26 2:27,8.09,23.47,-67.64
pH2,Tank24,3/18/26 2:28,8.09,23.47,-67.64
pH2,Tank24,3/18/26 2:29,8.09,23.47,-67.64
pH2,Tank24,3/18/26 2:30,8.09,23.47,-67.64
pH2,Tank24,3/18/26 2:31,8.09,23.47,-67.64
pH2,Tank24,3/18/26 2:32,8.09,23.47,-67.64
pH2,Tank24,3/18/26 2:33,8.09,23.47,-67.66
pH2,Tank24,3/18/26 2:34,8.09,23.45,-67.64
pH2,Tank24,3/18/26 2:35,8.09,23.45,-67.64
pH2,Tank24,3/18/26 2:36,8.09,23.45,-67.69
pH2,Tank24,3/18/26 2:37,8.09,23.45,-67.66
pH2,Tank24,3/18/26 2:38,8.09,23.45,-67.66
pH2,Tank24,3/18/26 2:39,8.09,23.45,-67.66
pH2,Tank24,3/18/26 2:40,8.09,23.45,-67.64
pH2,Tank24,3/18/26 2:41,8.09,23.45,-67.64
pH2,Tank24,3/18/26 2:42,8.09,23.45,-67.64
pH2,Tank24,3/18/26 2:43,8.09,23.45,-67.64
pH2,Tank24,3/18/26 2:44,8.09,23.45,-67.64
pH2,Tank24,3/18/26 2:45,8.09,23.45,-67.64
pH2,Tank24,3/18/26 2:46,8.09,23.45,-67.64
pH2,Tank24,3/18/26 2:47,8.09,23.45,-67.64
pH2,Tank24,3/18/26 2:48,8.09,23.45,-67.64
pH2,Tank24,3/18/26 2:49,8.09,23.42,-67.64
pH2,Tank24,3/18/26 2:50,8.09,23.42,-67.64
pH2,Tank24,3/18/26 2:51,8.09,23.42,-67.69
pH2,Tank24,3/18/26 2:52,8.09,23.42,-67.66
pH2,Tank24,3/18/26 2:53,8.09,23.42,-67.66
pH2,Tank24,3/18/26 2:54,8.09,23.42,-67.66
pH2,Tank24,3/18/26 2:55,8.09,23.42,-67.64
pH2,Tank24,3/18/26 2:56,8.09,23.42,-67.64
pH2,Tank24,3/18/26 2:57,8.09,23.42,-67.64
pH2,Tank24,3/18/26 2:58,8.09,23.42,-67.64
pH2,Tank24,3/18/26 2:59,8.09,23.42,-67.64
pH2,Tank24,3/18/26 3:00,8.09,23.42,-67.64
pH2,Tank24,3/18/26 3:01,8.09,23.4,-67.66
pH2,Tank24,3/18/26 3:02,8.09,23.4,-67.66
pH2,Tank24,3/18/26 3:03,8.09,23.4,-67.66
pH2,Tank24,3/18/26 3:04,8.09,23.4,-67.64
pH2,Tank24,3/18/26 3:05,8.09,23.4,-67.66
pH2,Tank24,3/18/26 3:06,8.09,23.4,-67.69
pH2,Tank24,3/18/26 3:07,8.09,23.4,-67.67
pH2,Tank24,3/18/26 3:08,8.09,23.4,-67.66
pH2,Tank24,3/18/26 3:09,8.09,23.4,-67.67
pH2,Tank24,3/18/26 3:10,8.09,23.4,-67.67
pH2,Tank24,3/18/26 3:11,8.09,23.4,-67.66
pH2,Tank24,3/18/26 3:12,8.09,23.4,-67.66
pH2,Tank24,3/18/26 3:13,8.09,23.4,-67.67
pH2,Tank24,3/18/26 3:14,8.09,23.4,-67.67
pH2,Tank24,3/18/26 3:15,8.09,23.38,-67.67
pH2,Tank24,3/18/26 3:16,8.09,23.38,-67.67
pH2,Tank24,3/18/26 3:17,8.09,23.38,-67.67
pH2,Tank24,3/18/26 3:18,8.09,23.38,-67.69
pH2,Tank24,3/18/26 3:19,8.09,23.38,-67.67
pH2,Tank24,3/18/26 3:20,8.09,23.38,-67.67
pH2,Tank24,3/18/26 3:21,8.09,23.38,-67.72
pH2,Tank24,3/18/26 3:22,8.09,23.38,-67.69
pH2,Tank24,3/18/26 3:23,8.09,23.38,-67.67
pH2,Tank24,3/18/26 3:24,8.09,23.38,-67.67
pH2,Tank24,3/18/26 3:25,8.09,23.38,-67.67
pH2,Tank24,3/18/26 3:26,8.09,23.38,-67.67
pH2,Tank24,3/18/26 3:27,8.09,23.38,-67.67
pH2,Tank24,3/18/26 3:28,8.09,23.38,-67.67
pH2,Tank24,3/18/26 3:29,8.09,23.38,-67.67
pH2,Tank24,3/18/26 3:30,8.09,23.35,-67.67
pH2,Tank24,3/18/26 3:31,8.09,23.35,-67.67
pH2,Tank24,3/18/26 3:32,8.09,23.35,-67.67
pH2,Tank24,3/18/26 3:33,8.09,23.35,-67.67
pH2,Tank24,3/18/26 3:34,8.09,23.35,-67.67
pH2,Tank24,3/18/26 3:35,8.09,23.35,-67.67
pH2,Tank24,3/18/26 3:36,8.09,23.35,-67.72
pH2,Tank24,3/18/26 3:37,8.09,23.35,-67.69
pH2,Tank24,3/18/26 3:38,8.09,23.35,-67.69
pH2,Tank24,3/18/26 3:39,8.09,23.35,-67.67
pH2,Tank24,3/18/26 3:40,8.09,23.35,-67.67
pH2,Tank24,3/18/26 3:41,8.09,23.35,-67.67
pH2,Tank24,3/18/26 3:42,8.09,23.33,-67.67
pH2,Tank24,3/18/26 3:43,8.09,23.33,-67.67
pH2,Tank24,3/18/26 3:44,8.09,23.33,-67.67
pH2,Tank24,3/18/26 3:45,8.09,23.33,-67.67
pH2,Tank24,3/18/26 3:46,8.09,23.33,-67.66
pH2,Tank24,3/18/26 3:47,8.09,23.33,-67.67
pH2,Tank24,3/18/26 3:48,8.09,23.33,-67.67
pH2,Tank24,3/18/26 3:49,8.09,23.33,-67.67
pH2,Tank24,3/18/26 3:50,8.09,23.33,-67.67
pH2,Tank24,3/18/26 3:51,8.09,23.33,-67.71
pH2,Tank24,3/18/26 3:52,8.09,23.33,-67.67
pH2,Tank24,3/18/26 3:53,8.09,23.3,-67.67
pH2,Tank24,3/18/26 3:54,8.09,23.3,-67.66
pH2,Tank24,3/18/26 3:55,8.09,23.3,-67.67
pH2,Tank24,3/18/26 3:56,8.09,23.3,-67.66
pH2,Tank24,3/18/26 3:57,8.09,23.3,-67.66
pH2,Tank24,3/18/26 3:58,8.09,23.3,-67.66
pH2,Tank24,3/18/26 3:59,8.09,23.3,-67.66
pH2,Tank24,3/18/26 4:00,8.09,23.3,-67.64
pH2,Tank24,3/18/26 4:01,8.09,23.3,-67.66
pH2,Tank24,3/18/26 4:02,8.09,23.3,-67.64
pH2,Tank24,3/18/26 4:03,8.09,23.3,-67.64
pH2,Tank24,3/18/26 4:04,8.09,23.3,-67.64
pH2,Tank24,3/18/26 4:05,8.09,23.3,-67.63
pH2,Tank24,3/18/26 4:06,8.09,23.28,-67.67
pH2,Tank24,3/18/26 4:07,8.09,23.28,-67.64
pH2,Tank24,3/18/26 4:08,8.09,23.28,-67.63
pH2,Tank24,3/18/26 4:09,8.09,23.28,-67.63
pH2,Tank24,3/18/26 4:10,8.09,23.28,-67.63
pH2,Tank24,3/18/26 4:11,8.09,23.28,-67.61
pH2,Tank24,3/18/26 4:12,8.09,23.28,-67.61
pH2,Tank24,3/18/26 4:13,8.09,23.28,-67.61
pH2,Tank24,3/18/26 4:14,8.09,23.28,-67.61
pH2,Tank24,3/18/26 4:15,8.09,23.28,-67.61
pH2,Tank24,3/18/26 4:16,8.09,23.28,-67.61
pH2,Tank24,3/18/26 4:17,8.09,23.28,-67.61
pH2,Tank24,3/18/26 4:18,8.09,23.28,-67.61
pH2,Tank24,3/18/26 4:19,8.09,23.28,-67.6
pH2,Tank24,3/18/26 4:20,8.09,23.26,-67.6
pH2,Tank24,3/18/26 4:21,8.09,23.26,-67.64
pH2,Tank24,3/18/26 4:22,8.09,23.26,-67.61
pH2,Tank24,3/18/26 4:23,8.09,23.26,-67.6
pH2,Tank24,3/18/26 4:24,8.09,23.26,-67.6
pH2,Tank24,3/18/26 4:25,8.09,23.26,-67.58
pH2,Tank24,3/18/26 4:26,8.09,23.26,-67.6
pH2,Tank24,3/18/26 4:27,8.09,23.26,-67.58
pH2,Tank24,3/18/26 4:28,8.09,23.26,-67.58
pH2,Tank24,3/18/26 4:29,8.09,23.26,-67.58
pH2,Tank24,3/18/26 4:30,8.09,23.26,-67.56
pH2,Tank24,3/18/26 4:31,8.09,23.26,-67.56
pH2,Tank24,3/18/26 4:32,8.09,23.26,-67.56
pH2,Tank24,3/18/26 4:33,8.09,23.26,-67.56
pH2,Tank24,3/18/26 4:34,8.09,23.26,-67.56
pH2,Tank24,3/18/26 4:35,8.09,23.26,-67.56
pH2,Tank24,3/18/26 4:36,8.09,23.28,-67.6
pH2,Tank24,3/18/26 4:37,8.09,23.28,-67.56
pH2,Tank24,3/18/26 4:38,8.09,23.28,-67.55
pH2,Tank24,3/18/26 4:39,8.09,23.28,-67.55
pH2,Tank24,3/18/26 4:40,8.09,23.28,-67.53
pH2,Tank24,3/18/26 4:41,8.09,23.28,-67.53
pH2,Tank24,3/18/26 4:42,8.09,23.28,-67.52
pH2,Tank24,3/18/26 4:43,8.09,23.28,-67.52
pH2,Tank24,3/18/26 4:44,8.08,23.28,-67.5
pH2,Tank24,3/18/26 4:45,8.08,23.28,-67.5
pH2,Tank24,3/18/26 4:46,8.08,23.28,-67.5
pH2,Tank24,3/18/26 4:47,8.08,23.28,-67.49
pH2,Tank24,3/18/26 4:48,8.08,23.28,-67.49
pH2,Tank24,3/18/26 4:49,8.08,23.28,-67.49
pH2,Tank24,3/18/26 4:50,8.08,23.28,-67.47
pH2,Tank24,3/18/26 4:51,8.09,23.28,-67.52
pH2,Tank24,3/18/26 4:52,8.08,23.28,-67.47
pH2,Tank24,3/18/26 4:53,8.08,23.28,-67.46
pH2,Tank24,3/18/26 4:54,8.08,23.28,-67.46
pH2,Tank24,3/18/26 4:55,8.08,23.28,-67.44
pH2,Tank24,3/18/26 4:56,8.08,23.3,-67.44
pH2,Tank24,3/18/26 4:57,8.08,23.3,-67.44
pH2,Tank24,3/18/26 4:58,8.08,23.3,-67.42
pH2,Tank24,3/18/26 4:59,8.08,23.3,-67.42
pH2,Tank24,3/18/26 5:00,8.08,23.3,-67.41
pH2,Tank24,3/18/26 5:01,8.08,23.3,-67.41
pH2,Tank24,3/18/26 5:02,8.08,23.3,-67.41
pH2,Tank24,3/18/26 5:03,8.08,23.3,-67.39
pH2,Tank24,3/18/26 5:04,8.08,23.3,-67.39
pH2,Tank24,3/18/26 5:05,8.08,23.3,-67.39
pH2,Tank24,3/18/26 5:06,8.08,23.3,-67.42
pH2,Tank24,3/18/26 5:07,8.08,23.3,-67.39
pH2,Tank24,3/18/26 5:08,8.08,23.3,-67.38
pH2,Tank24,3/18/26 5:09,8.08,23.3,-67.38
pH2,Tank24,3/18/26 5:10,8.08,23.3,-67.36
pH2,Tank24,3/18/26 5:11,8.08,23.3,-67.35
pH2,Tank24,3/18/26 5:12,8.08,23.3,-67.35
pH2,Tank24,3/18/26 5:13,8.08,23.33,-67.35
pH2,Tank24,3/18/26 5:14,8.08,23.33,-67.33
pH2,Tank24,3/18/26 5:15,8.08,23.33,-67.33
pH2,Tank24,3/18/26 5:16,8.08,23.33,-67.31
pH2,Tank24,3/18/26 5:17,8.08,23.33,-67.31
pH2,Tank24,3/18/26 5:18,8.08,23.33,-67.31
pH2,Tank24,3/18/26 5:19,8.08,23.33,-67.3
pH2,Tank24,3/18/26 5:20,8.08,23.33,-67.3
pH2,Tank24,3/18/26 5:21,8.08,23.33,-67.33
pH2,Tank24,3/18/26 5:22,8.08,23.33,-67.3
pH2,Tank24,3/18/26 5:23,8.08,23.33,-67.28
pH2,Tank24,3/18/26 5:24,8.08,23.33,-67.27
pH2,Tank24,3/18/26 5:25,8.08,23.33,-67.27
pH2,Tank24,3/18/26 5:26,8.08,23.33,-67.27
pH2,Tank24,3/18/26 5:27,8.08,23.33,-67.25
pH2,Tank24,3/18/26 5:28,8.08,23.33,-67.24
pH2,Tank24,3/18/26 5:29,8.08,23.33,-67.24
pH2,Tank24,3/18/26 5:30,8.08,23.33,-67.22
pH2,Tank24,3/18/26 5:31,8.08,23.33,-67.22
pH2,Tank24,3/18/26 5:32,8.08,23.33,-67.22
pH2,Tank24,3/18/26 5:33,8.08,23.33,-67.21
pH2,Tank24,3/18/26 5:34,8.08,23.33,-67.21
pH2,Tank24,3/18/26 5:35,8.08,23.33,-67.21
pH2,Tank24,3/18/26 5:36,8.08,23.33,-67.24
pH2,Tank24,3/18/26 5:37,8.08,23.33,-67.21
pH2,Tank24,3/18/26 5:38,8.08,23.35,-67.19
pH2,Tank24,3/18/26 5:39,8.08,23.35,-67.19
pH2,Tank24,3/18/26 5:40,8.08,23.35,-67.17
pH2,Tank24,3/18/26 5:41,8.08,23.35,-67.16
pH2,Tank24,3/18/26 5:42,8.08,23.35,-67.16
pH2,Tank24,3/18/26 5:43,8.08,23.35,-67.16
pH2,Tank24,3/18/26 5:44,8.08,23.35,-67.14
pH2,Tank24,3/18/26 5:45,8.08,23.35,-67.13
pH2,Tank24,3/18/26 5:46,8.08,23.35,-67.13
pH2,Tank24,3/18/26 5:47,8.08,23.35,-67.11
pH2,Tank24,3/18/26 5:48,8.08,23.35,-67.11
pH2,Tank24,3/18/26 5:49,8.08,23.35,-67.1
pH2,Tank24,3/18/26 5:50,8.08,23.35,-67.1
pH2,Tank24,3/18/26 5:51,8.08,23.35,-67.13
pH2,Tank24,3/18/26 5:52,8.08,23.35,-67.1
pH2,Tank24,3/18/26 5:53,8.08,23.35,-67.08
pH2,Tank24,3/18/26 5:54,8.08,23.35,-67.06
pH2,Tank24,3/18/26 5:55,8.08,23.35,-67.06
pH2,Tank24,3/18/26 5:56,8.08,23.35,-67.06
pH2,Tank24,3/18/26 5:57,8.08,23.35,-67.05
pH2,Tank24,3/18/26 5:58,8.08,23.35,-67.05
pH2,Tank24,3/18/26 5:59,8.08,23.35,-67.03
pH2,Tank24,3/18/26 6:00,8.08,23.35,-67.03
pH2,Tank24,3/18/26 6:01,8.08,23.35,-67.03
pH2,Tank24,3/18/26 6:02,8.08,23.35,-67.03
pH2,Tank24,3/18/26 6:03,8.08,23.35,-67.02
pH2,Tank24,3/18/26 6:04,8.08,23.35,-67.02
pH2,Tank24,3/18/26 6:05,8.08,23.35,-67.02
pH2,Tank24,3/18/26 6:06,8.08,23.38,-67.05
pH2,Tank24,3/18/26 6:07,8.08,23.38,-67.02
pH2,Tank24,3/18/26 6:08,8.08,23.38,-67
pH2,Tank24,3/18/26 6:09,8.08,23.38,-67
pH2,Tank24,3/18/26 6:10,8.08,23.38,-66.99
pH2,Tank24,3/18/26 6:11,8.08,23.38,-66.99
pH2,Tank24,3/18/26 6:12,8.08,23.38,-66.99
pH2,Tank24,3/18/26 6:13,8.08,23.38,-66.97
pH2,Tank24,3/18/26 6:14,8.08,23.38,-66.97
pH2,Tank24,3/18/26 6:15,8.08,23.38,-66.97
pH2,Tank24,3/18/26 6:16,8.07,23.38,-66.96
pH2,Tank24,3/18/26 6:17,8.07,23.38,-66.96
pH2,Tank24,3/18/26 6:18,8.07,23.38,-66.96
pH2,Tank24,3/18/26 6:19,8.07,23.38,-66.96
pH2,Tank24,3/18/26 6:20,8.07,23.38,-66.96
pH2,Tank24,3/18/26 6:21,8.08,23.38,-66.99
pH2,Tank24,3/18/26 6:22,8.08,23.38,-66.97
pH2,Tank24,3/18/26 6:23,8.07,23.38,-66.96
pH2,Tank24,3/18/26 6:24,8.07,23.38,-66.96
pH2,Tank24,3/18/26 6:25,8.07,23.38,-66.94
pH2,Tank24,3/18/26 6:26,8.07,23.38,-66.96
pH2,Tank24,3/18/26 6:27,8.07,23.38,-66.94
pH2,Tank24,3/18/26 6:28,8.07,23.38,-66.94
pH2,Tank24,3/18/26 6:29,8.07,23.38,-66.94
pH2,Tank24,3/18/26 6:30,8.07,23.38,-66.92
pH2,Tank24,3/18/26 6:31,8.07,23.38,-66.92
